Freq,Current,Vibration,Intake_Press,Motor_Temp,Gas_Sat,Delta_Press,Pwr_Diff,Liq_Intake,Target,Prediksi_Kerusakan
0.3061574584496997,0.4981802024878448,0.0,0.8267748124063421,0.3905385000034203,0.0,0.1465462721210966,0.3911149324231822,0.8164504854138135,0,0
0.3766450785857911,0.539769618633013,0.0,0.7905607519217759,0.4152102417965393,4.681992047612043e-17,0.1547891115273061,0.4567366890840731,0.8464783392912592,0,0
0.3766450785857911,0.5375360601420978,0.0,0.771090620974981,0.4152307874965015,9.363984095224086e-17,0.1800873684840911,0.4412964421410921,0.8363944873696457,0,0
0.3729166356184277,0.4894048989691129,0.0,0.7577203690466819,0.414992015519406,1.8727968190448167e-16,0.1420201300995152,0.4018443488345613,0.7342459897011892,1,1
0.3766450785857911,0.5352444754914369,0.0,0.75527042454562,0.4218767122472298,2.809195228567225e-16,0.13413421851221,0.4931917995874562,0.7796900116675755,0,0
0.3766450785857911,0.5311516067036814,0.0,0.7315030636273957,0.419779794192082,3.7455936380896334e-16,0.434619853779052,0.2823011294858046,0.7371905969869538,0,0
0.3766450785857911,0.5271251203975336,0.0,0.7168430982951094,0.416421456188635,9.363984095224086e-17,0.4503143089262207,0.2569806474121692,0.737120187159096,0,0
0.3766450785857911,0.523997677757075,0.0,0.7039702139627133,0.4124461121005773,9.363984095224086e-17,0.460232274392172,0.2512153921880684,0.7246588084586236,0,0
0.3766450785857911,0.5216554108547173,0.0,0.6920349341014526,0.4116265159105801,9.363984095224086e-17,0.496028041067126,0.1715077770188124,0.7486493492678192,0,0
0.3766450785857911,0.519106564577223,0.0,0.680818342423144,0.4163235268652618,4.690428069319451e-16,0.4853088498743072,0.2210827839525468,0.7148077745659966,0,0
0.3766450785857911,0.516664551011611,0.0,0.6706611735552243,0.4127089407659321,2.817631250274635e-16,0.4946437199217297,0.2115552109151091,0.7081546292791591,0,0
0.3766450785857911,0.5146527027938053,0.0,0.660525310506796,0.410401160725975,1.8727968190448167e-16,0.5016845091430757,0.2148382820974106,0.6938411161356298,0,0
0.4260879201945493,0.54860476230989,0.0,0.6444751399226422,0.4487668243648421,5.618390457134452e-16,0.529151718527801,0.230512694360963,0.7255572558239932,0,0
0.5405518297394014,0.6236169770499584,0.0035289265311176,0.6444868587594204,0.6096312953543155,9.363984095224086e-17,0.5346015041116741,0.517874463768353,0.6033568830433993,1,1
0.5531974631384129,0.6246254131196904,0.0,0.6093563107181479,0.6478197182683445,3.7455936380896334e-16,0.5462053273938419,0.391481675116891,0.7436578455075665,0,0
0.5531974631384129,0.6244187554443359,0.0,0.5852711816331485,0.6333137086578624,2.817631250274635e-16,0.5624094711033814,0.3847295506277488,0.7292654001177977,0,0
0.5531974631384129,0.6252593264025883,0.0,0.5684706402919439,0.6340845991750479,2.817631250274635e-16,0.574581384219004,0.3754646742877305,0.7243819025942856,0,0
0.5531974631384129,0.6234925821749409,0.0,0.5538096821792837,0.6299571745682231,3.7455936380896334e-16,0.5855223822788482,0.3698898384974511,0.7138966890391937,0,0
0.5531974631384129,0.6190831807121171,0.0,0.5401293907177551,0.6191278791097776,4.690428069319451e-16,0.5953155514499326,0.3622309928475871,0.7018644204288584,0,0
0.5531974631384129,0.6158636818465544,0.0,0.527668804947337,0.6084323029849852,4.690428069319451e-16,0.6094655014330148,0.3517952241107274,0.6915689086863432,0,0
0.543720729648212,0.6150845562278588,0.0,0.5345832626477992,0.6070710619684956,2.817631250274635e-16,0.572774491973099,0.459868113445236,0.617078325545974,1,1
0.5531974631384129,0.6135588676114194,0.0,0.5144168794004147,0.6171038810611034,4.690428069319451e-16,0.6097234745505591,0.3753951767788512,0.6649918257569309,0,0
0.5445195921123118,0.606499805313093,0.0008070411010616,0.5147809981665344,0.6292142390848676,9.363984095224086e-17,0.6110391155786483,0.3920688782766537,0.6332953859258998,1,1
0.5531974631384129,0.6047515936506889,0.0,0.4973236279234942,0.6324385627325517,9.363984095224086e-17,0.6223754160175834,0.3513977618166866,0.6583964152429316,0,0
0.5531974631384129,0.6018584999615664,0.0,0.4839811828564834,0.6281442164184536,1.8727968190448167e-16,0.6284187476779484,0.3493598067656664,0.6489541952246433,0,0
0.5531974631384129,0.5990007254847436,0.0,0.4718679679176026,0.6224836587535671,3.7455936380896334e-16,0.6487354267850844,0.2984730521170693,0.6628566674388634,0,0
0.5531974631384129,0.591589979145887,0.0,0.4615645481363063,0.6151497829834263,4.218010853704543e-16,0.6593843655506215,0.2690234016758661,0.6625681166411341,0,0
0.5531974631384129,0.5812171299200157,0.0,0.4565224328771743,0.6014520055815753,4.690428069319451e-16,0.6573071373166814,0.2832041546486161,0.6410798777729828,0,0
0.5531974631384129,0.577292234875717,0.0,0.4479591620334923,0.5979272052945959,4.690428069319451e-16,0.6498381820915147,0.3067603089761985,0.6251776901832923,0,0
0.5662606557269392,0.5808342035039473,0.0,0.4379895634602966,0.6009994754484396,3.7455936380896334e-16,0.644565559320204,0.3539972085077782,0.6026220147234648,0,0
0.5904934212413777,0.5898353817931881,0.0001631397989169,0.4244885194758572,0.627795986734986,1.8727968190448167e-16,0.6829228356899866,0.4472205411867218,0.5127809348679334,1,1
0.5609757878479327,0.5815456560329908,0.0,0.467627922201717,0.7039709901472779,2.817631250274635e-16,0.6154789228758948,0.4085433152691298,0.5836034860024253,0,0
0.6713738848875894,0.6421513979995499,0.0,0.4013027497605007,0.7701778991646373,9.363984095224086e-17,0.6657526754795655,0.3856658678625271,0.6826556776014473,0,0
0.7545936998499343,0.6853238090823259,0.0,0.367296532436253,0.8540363975621457,9.363984095224086e-17,0.6905354705739568,0.424650577079646,0.7012273282812992,0,0
0.7738879438291901,0.690833422774463,0.0,0.3468405367611402,0.8792253716653056,2.817631250274635e-16,0.6952874042054034,0.4668851622356813,0.6677761427969325,0,0
0.7738879438291901,0.6753032692418577,0.0,0.3332321818050685,0.8758382340990929,9.363984095224086e-17,0.687296203895595,0.4839404578876878,0.6380439622875322,0,0
0.7738879438291901,0.6650544094757622,0.0,0.3219648099141829,0.8547766035279798,1.8727968190448167e-16,0.7025886121681864,0.4532892234603443,0.6372544656347066,0,0
0.7738879438291901,0.657297403100789,0.0,0.3148333504598196,0.8397089619061804,3.7455936380896334e-16,0.7270000734191355,0.3933556162481171,0.6527912122404174,0,0
0.7504553260802114,0.6339183156729611,0.0045768715326462,0.3195386186774059,0.7973339207891632,9.363984095224086e-17,0.7656186623254047,0.3429845329426073,0.6168710339256626,0,0
0.6056034928795961,0.5717605928739928,0.0,0.3470302254467037,0.6082092505064907,2.817631250274635e-16,0.7142335922267393,0.2919198772605496,0.5830736756596915,0,0
0.6938711333997802,0.6115799500457131,0.0,0.3232576665042979,0.7086603552999904,2.817631250274635e-16,0.7156976228483258,0.355747227709088,0.618226230474698,0,0
0.766598168698871,0.6210287517142312,0.0,0.3102042409530419,0.7942972109337294,9.363984095224086e-17,0.7178332830409704,0.4154883153375261,0.6018520864286898,0,0
0.7738879438291901,0.6135341178025868,0.0,0.3021245389061435,0.7863148495443895,3.7455936380896334e-16,0.7233992137960166,0.3896744270005112,0.606640540013401,0,0
